"","myAUC","avg_diff","power","avg_logFC","pct.1","pct.2","p_val_adj"
"YIPF6",0.629,0.34474535262903,0.258,0.34474535262903,0.583,0.341,NA
"KH2013:KH.C3.485",0.629,0.266532724922847,0.258,0.266532724922847,0.375,0.118,NA
"CHAF1B",0.371,-0.257830607443194,0.258,-0.257830607443194,0.458,0.653,NA
"SUDS3",0.371,-0.272638651285886,0.258,-0.272638651285886,0.458,0.674,NA
"RCOR1/2/3",0.371,-0.314658015492252,0.258,-0.314658015492252,0.375,0.697,NA
"KH2013:KH.C1.901_RCN1/3",0.371,-0.317240325659654,0.258,-0.317240325659654,0.375,0.562,NA
"PIGT",0.371,-0.323998427543454,0.258,-0.323998427543454,0.25,0.529,NA
"FMNL1/2/3",0.371,-0.327569006549142,0.258,-0.327569006549142,0.125,0.368,NA
"KH2013:KH.S1189.1_FAM65A",0.371,-0.356045271301775,0.258,-0.356045271301775,0.125,0.374,NA
"MSL1",0.371,-0.36949927125212,0.258,-0.36949927125212,0.167,0.403,NA
"POLR2D",0.371,-0.392859507141753,0.258,-0.392859507141753,0.708,0.771,NA
"BACE1/2",0.371,-0.396052072897747,0.258,-0.396052072897747,0.042,0.3,NA
"KH2013:KH.C3.802",0.628,0.433251317336261,0.256,0.433251317336261,0.292,0.041,NA
"KH2013:KH.C2.1019",0.628,0.412009575747653,0.256,0.412009575747653,0.375,0.15,NA
"KH2013:KH.L40.16_LRRC15",0.628,0.396206040545378,0.256,0.396206040545378,0.375,0.141,NA
"HSD17B4",0.628,0.326098804497706,0.256,0.326098804497706,0.458,0.226,NA
"GBA2",0.628,0.281403962932578,0.256,0.281403962932578,0.458,0.203,NA
"ANGPTL1/2/6",0.628,0.260248196226036,0.256,0.260248196226036,0.417,0.162,NA
"KH2013:KH.C5.155",0.372,-0.277634834012794,0.256,-0.277634834012794,0.292,0.5,NA
"MPI",0.372,-0.299648128084888,0.256,-0.299648128084888,0.167,0.432,NA
"DDX51",0.372,-0.33087238184305,0.256,-0.33087238184305,0.375,0.568,NA
"METTL10",0.372,-0.356605203723352,0.256,-0.356605203723352,0.25,0.465,NA
"TMEM5",0.372,-0.372025967601465,0.256,-0.372025967601465,0.208,0.424,NA
"KH2013:KH.C4.678",0.372,-0.422310931663492,0.256,-0.422310931663492,0.042,0.288,NA
"KH2013:KH.S494.7",0.627,0.387274825965962,0.254,0.387274825965962,0.583,0.368,NA
"EXOC2",0.627,0.314287371117034,0.254,0.314287371117034,0.458,0.2,NA
"CCDC53",0.627,0.303731082978074,0.254,0.303731082978074,0.5,0.3,NA
"KH2013:KH.C8.222_SI:DKEY-10O6.2",0.627,0.29505998288826,0.254,0.29505998288826,0.792,0.626,NA
"QTRT1",0.627,0.284996754085367,0.254,0.284996754085367,0.583,0.324,NA
"GTF2F1",0.373,-0.251851414362669,0.254,-0.251851414362669,0.5,0.724,NA
"ECI1",0.373,-0.269154607297055,0.254,-0.269154607297055,0.375,0.565,NA
"HAT1",0.373,-0.310506571168418,0.254,-0.310506571168418,0.333,0.535,NA
"KH2013:KH.C12.220_CASP7",0.373,-0.316192781814432,0.254,-0.316192781814432,0.083,0.335,NA
"MDH1",0.373,-0.325406655128208,0.254,-0.325406655128208,0.208,0.479,NA
"KH2013:KH.C7.105_KRAKEN",0.373,-0.368799601750391,0.254,-0.36879960175039,0.125,0.359,NA
"CADM1/2/3/4",0.373,-0.388564933862958,0.254,-0.388564933862958,0.167,0.376,NA
"INPP1",0.626,0.452323452409676,0.252,0.452323452409676,0.375,0.159,NA
"ERMP1",0.626,0.347458661119557,0.252,0.347458661119557,0.375,0.141,NA
"KH2013:KH.S790.1_NUP188",0.374,-0.293876387518983,0.252,-0.293876387518983,0.208,0.426,NA
"KH2013:KH.C9.313_KLHL24",0.374,-0.345643994829262,0.252,-0.345643994829262,0.125,0.374,NA
"SPHK1/2",0.374,-0.353510968498968,0.252,-0.353510968498968,0.208,0.441,NA
"KH2013:KH.C11.20_F52C6.14",0.374,-0.365546965900119,0.252,-0.365546965900119,0.125,0.341,NA
"POLE4",0.374,-0.3808003565167,0.252,-0.3808003565167,0.25,0.456,NA
"DUOX/1/2",0.625,0.571875399304218,0.25,0.571875399304218,0.292,0.053,NA
"KH2013:KH.L154.5_HIS-13/17/2/25/27/42/45/49/55/59/6/63/9",0.625,0.482133187781965,0.25,0.482133187781965,0.333,0.106,NA
"HAPLN2/3/4",0.625,0.388386261581985,0.25,0.388386261581985,0.375,0.129,NA
"PSTPIP1/2",0.625,0.334888426666846,0.25,0.334888426666846,0.5,0.274,NA
"KH2013:KH.L20.31_MDGA1",0.625,0.262304336904342,0.25,0.262304336904342,0.417,0.153,NA
"FERMT1/2/3",0.625,0.254931520628091,0.25,0.254931520628091,0.75,0.615,NA
"KH2013:KH.L114.3_MGST3",0.375,-0.27253091913193,0.25,-0.27253091913193,0.375,0.635,NA
"KH2013:KH.S657.2_NFS1",0.375,-0.275470982718254,0.25,-0.275470982718254,0.375,0.568,NA
"NEDD1",0.375,-0.275994500119046,0.25,-0.275994500119046,0.5,0.641,NA
"ANAPC7",0.375,-0.286380283925453,0.25,-0.286380283925453,0.375,0.565,NA
"CDCA7L",0.375,-0.287905378490107,0.25,-0.287905378490107,0.458,0.665,NA
"PPCS",0.375,-0.291391905600953,0.25,-0.291391905600953,0.417,0.609,NA
"ZNF91",0.375,-0.335073012302245,0.25,-0.335073012302245,0.125,0.359,NA
"CEP120",0.375,-0.347998291788216,0.25,-0.347998291788216,0.292,0.459,NA
"KH2013:KH.L133.10",0.375,-0.380016510563988,0.25,-0.380016510563988,0.167,0.397,NA
"PPP2R4",0.375,-0.388229770199594,0.25,-0.388229770199594,0.25,0.447,NA
"KH2013:KH.C14.255",0.375,-0.38890717890616,0.25,-0.38890717890616,0.25,0.456,NA
"MMAB",0.624,0.41455623722068,0.248,0.41455623722068,0.417,0.182,NA
"FUK",0.624,0.344090634375111,0.248,0.344090634375111,0.292,0.044,NA
"KH2013:KH.C1.732_OAC-14/18/3/31/32/33/5/53/6/7",0.624,0.339637629848158,0.248,0.339637629848158,0.333,0.097,NA
"AMT",0.624,0.301817425103032,0.248,0.301817425103032,0.542,0.365,NA
"STAB2",0.624,0.292676548318664,0.248,0.292676548318664,0.375,0.132,NA
"PRMT3",0.376,-0.255548943557172,0.248,-0.255548943557172,0.542,0.779,NA
"KCTD20",0.376,-0.262656333672053,0.248,-0.262656333672053,0.417,0.632,NA
"FXR1/2",0.376,-0.262910830933346,0.248,-0.262910830933346,0.333,0.526,NA
"EZH1/2",0.376,-0.266948500089804,0.248,-0.266948500089804,0.458,0.665,NA
"MRPL53",0.376,-0.277670824536408,0.248,-0.277670824536408,0.458,0.647,NA
"KH2013:KH.C14.502",0.376,-0.297092080690654,0.248,-0.297092080690654,0.417,0.603,NA
"KH2013:KH.C13.46_SULT6B1",0.376,-0.308519876709242,0.248,-0.308519876709242,0.25,0.45,NA
"KH2013:KH.L35.4",0.376,-0.310954655219153,0.248,-0.310954655219153,0.167,0.388,NA
"PI4KB",0.376,-0.313206400691674,0.248,-0.313206400691674,0.5,0.576,NA
"ANO1/3/4/5/6/7",0.376,-0.377616884181525,0.248,-0.377616884181525,0.125,0.347,NA
"KH2013:KH.C2.992_SPON1",0.376,-0.381430045225017,0.248,-0.381430045225017,0.125,0.376,NA
"Ci-R1CiGC27a04",0.376,-0.461282837065187,0.248,-0.461282837065187,0.125,0.394,NA
"MFNG",0.623,0.398040491946629,0.246,0.398040491946629,0.292,0.044,NA
"KH2013:KH.C14.615",0.623,0.332841473707459,0.246,0.332841473707459,0.417,0.179,NA
"RNF139",0.623,0.28914275375669,0.246,0.28914275375669,0.542,0.391,NA
"WBP1",0.623,0.282611433427622,0.246,0.282611433427622,0.583,0.382,NA
"SACM1L",0.623,0.271952903741363,0.246,0.271952903741363,0.708,0.588,NA
"DDX31",0.377,-0.251172634286837,0.246,-0.251172634286837,0.375,0.6,NA
"CG",0.377,-0.274408698461,0.246,-0.274408698461,0.25,0.524,NA
"SAMD4A",0.377,-0.282723476459134,0.246,-0.282723476459134,0.25,0.479,NA
"ACN9",0.377,-0.287983484699043,0.246,-0.287983484699043,0.25,0.503,NA
"DUSP6/7/9",0.377,-0.288803299214867,0.246,-0.288803299214867,0.458,0.691,NA
"RNF123",0.377,-0.299533907167179,0.246,-0.299533907167178,0.167,0.394,NA
"KH2013:KH.C7.45_CG5346",0.377,-0.332300575102483,0.246,-0.332300575102483,0.083,0.321,NA
"MNAT1",0.377,-0.342651428275237,0.246,-0.342651428275237,0.208,0.421,NA
"MATN1/3/4",0.377,-0.363415430155067,0.246,-0.363415430155067,0.167,0.406,NA
"CCDC104",0.377,-0.374320090814352,0.246,-0.374320090814352,0.25,0.453,NA
"KH2013:KH.C11.362",0.377,-0.465725952967452,0.246,-0.465725952967452,0.167,0.374,NA
"KH2013:KH.C11.165_FAM55C",0.622,0.408435772041373,0.244,0.408435772041373,0.542,0.359,NA
"ATPAF1",0.622,0.299806974896159,0.244,0.299806974896159,0.417,0.194,NA
"KH2013:KH.S406.20",0.378,-0.274047899800007,0.244,-0.274047899800007,0.083,0.321,NA
"ISG20L2",0.378,-0.284830694954679,0.244,-0.284830694954679,0.417,0.712,NA
"FAM26E",0.378,-0.392633855846107,0.244,-0.392633855846107,0.167,0.388,NA
"SAC3D1",0.378,-0.416062402604913,0.244,-0.416062402604913,0.042,0.274,NA
"STK32A",0.621,0.28449615906063,0.242,0.28449615906063,0.5,0.279,NA
"KH2013:KH.L142.16",0.621,0.283148267512653,0.242,0.283148267512653,0.625,0.485,NA
"USP13/15/3/33/5",0.379,-0.260619482625434,0.242,-0.260619482625434,0.417,0.641,NA
"MCMBP",0.379,-0.273125398774871,0.242,-0.273125398774871,0.333,0.509,NA
"REXO4",0.379,-0.285650871642313,0.242,-0.285650871642313,0.417,0.644,NA
"TDA3",0.379,-0.297434353795621,0.242,-0.297434353795621,0.292,0.503,NA
"DCAF4",0.379,-0.305096818509322,0.242,-0.305096818509322,0.167,0.376,NA
"NKIRAS1/2",0.379,-0.331108122923888,0.242,-0.331108122923888,0.208,0.441,NA
"SH3BGRL/2",0.379,-0.381233140108027,0.242,-0.381233140108027,0.25,0.441,NA
"C4ORF45",0.379,-0.382600521066109,0.242,-0.382600521066109,0.208,0.424,NA
"PLEKHA4/5/6",0.379,-0.406324747360533,0.242,-0.406324747360533,0.042,0.274,NA
"BPI",0.62,0.383598661023261,0.24,0.383598661023261,0.292,0.059,NA
"FZR1",0.62,0.31403822617771,0.24,0.31403822617771,0.542,0.362,NA
"CG2662",0.62,0.297828385882228,0.24,0.297828385882228,0.542,0.326,NA
"CSRNP1/2/3",0.62,0.262203914025609,0.24,0.262203914025609,0.583,0.421,NA
"KH2013:KH.C6.233",0.62,0.254525835264434,0.24,0.254525835264434,0.667,0.474,NA
"KH2013:KH.C1.163_FRK",0.38,-0.254106270218673,0.24,-0.254106270218673,0.25,0.465,NA
"KH2013:KH.C9.741_FAAH",0.38,-0.254489073661798,0.24,-0.254489073661798,0.417,0.688,NA
"TMEM169",0.38,-0.275403399713,0.24,-0.275403399713,0.375,0.565,NA
"KH2013:KH.C10.207",0.38,-0.279246033385543,0.24,-0.279246033385543,0.167,0.368,NA
"THUMPD1",0.38,-0.28779581454437,0.24,-0.28779581454437,0.417,0.585,NA
"KH2013:KH.S424.6",0.38,-0.312071342776723,0.24,-0.312071342776723,0.292,0.5,NA
"KH2013:KH.L22.31_PARP10/11",0.38,-0.337152004740247,0.24,-0.337152004740247,0.167,0.376,NA
"RAB11FIP1/2/5",0.38,-0.343986814508375,0.24,-0.343986814508375,0.167,0.391,NA
"KH2013:KH.L84.24",0.38,-0.357891670236673,0.24,-0.357891670236673,0.125,0.359,NA
"CENPV",0.38,-0.395397062001277,0.24,-0.395397062001277,0.042,0.282,NA
"COL13A1",0.38,-0.475778758254317,0.24,-0.475778758254317,0.042,0.271,NA
"KH2013:KH.L172.4",0.619,0.370731415475835,0.238,0.370731415475835,0.292,0.065,NA
"PELO",0.619,0.322312398301135,0.238,0.322312398301135,0.667,0.438,NA
"KH2013:KH.L9.19",0.619,0.282347436593149,0.238,0.282347436593148,0.333,0.088,NA
"KCNJ12/14/18/2/4",0.619,0.267002915745408,0.238,0.267002915745408,0.667,0.479,NA
"MRPL42",0.381,-0.258069934627233,0.238,-0.258069934627233,0.375,0.585,NA
"C6ORF120",0.381,-0.263700908446412,0.238,-0.263700908446412,0.458,0.656,NA
"TP53/63/73",0.381,-0.276121589809546,0.238,-0.276121589809546,0.125,0.376,NA
"SPATA6",0.381,-0.279932812721504,0.238,-0.279932812721504,0.375,0.494,NA
"UBXN7",0.381,-0.341082709224998,0.238,-0.341082709224998,0.167,0.385,NA
"NOTCH1/4",0.381,-0.360721466806769,0.238,-0.360721466806769,0.167,0.4,NA
"KH2013:KH.C1.1172",0.381,-0.362609518525279,0.238,-0.362609518525279,0.125,0.329,NA
"ARID3B",0.381,-0.378263199666582,0.238,-0.378263199666582,0.042,0.279,NA
"FAM69A",0.618,0.47100415124513,0.236,0.47100415124513,0.292,0.056,NA
"KH2013:KH.C14.76",0.618,0.339083694419902,0.236,0.339083694419902,0.292,0.059,NA
"TMEM184C",0.618,0.329196419844712,0.236,0.329196419844712,0.417,0.188,NA
"CREB3L3",0.618,0.290219474404688,0.236,0.290219474404688,0.5,0.259,NA
"KH2013:KH.C12.580",0.382,-0.255189226144397,0.236,-0.255189226144397,0.208,0.438,NA
"KDM1A",0.382,-0.255274167535167,0.236,-0.255274167535167,0.417,0.606,NA
"EPHA3/5/7",0.382,-0.262376386399633,0.236,-0.262376386399633,0.333,0.612,NA
"BRD8",0.382,-0.267420057261465,0.236,-0.267420057261465,0.333,0.526,NA
"CG18853",0.382,-0.295050358804318,0.236,-0.295050358804318,0.208,0.453,NA
"C2ORF68",0.382,-0.306007076560157,0.236,-0.306007076560157,0.417,0.624,NA
"GSC",0.382,-0.316342986449932,0.236,-0.316342986449932,0.125,0.374,NA
"SLC24A1/2",0.382,-0.32515362485151,0.236,-0.32515362485151,0.042,0.279,NA
"KH2013:KH.C3.414_UBE2J1",0.382,-0.350203245329498,0.236,-0.350203245329498,0.292,0.456,NA
"KH2013:KH.L170.56_C2ORF89",0.382,-0.368049913260974,0.236,-0.368049913260974,0.167,0.368,NA
"stomatin/Band",0.617,0.508995770353435,0.234,0.508995770353435,0.333,0.121,NA
"KH2013:KH.C2.554_SRD5A3",0.617,0.432653193076314,0.234,0.432653193076314,0.333,0.109,NA
"KH2013:KH.L4.62",0.617,0.410120376245553,0.234,0.410120376245553,0.333,0.118,NA
"AMDHD1",0.617,0.383517074036556,0.234,0.383517074036556,0.333,0.106,NA
"SLC35F5",0.617,0.324055317743573,0.234,0.324055317743573,0.375,0.147,NA
"ENPP4/5",0.617,0.265136750948315,0.234,0.265136750948315,0.708,0.518,NA
"TDG",0.617,0.250448214807102,0.234,0.250448214807102,0.708,0.494,NA
"KH2013:KH.L50.9",0.383,-0.2811148581161,0.234,-0.2811148581161,0.167,0.4,NA
"CCDC15",0.383,-0.290278248341512,0.234,-0.290278248341512,0.333,0.521,NA
"MYO1C",0.383,-0.293013358972535,0.234,-0.293013358972535,0.125,0.35,NA
"MRPL37",0.383,-0.293455926177463,0.234,-0.293455926177463,0.417,0.582,NA
"GABPA",0.383,-0.296056992585621,0.234,-0.296056992585621,0.292,0.491,NA
"KH2013:KH.C5.95",0.383,-0.305788197075231,0.234,-0.305788197075231,0.042,0.274,NA
"DCDC2B",0.383,-0.320457204521763,0.234,-0.320457204521763,0.417,0.579,NA
"ZNF341",0.383,-0.32407452207392,0.234,-0.32407452207392,0.167,0.394,NA
"KH2013:KH.C5.127_FMO1",0.383,-0.33709841611873,0.234,-0.33709841611873,0.292,0.471,NA
"ATF3",0.383,-0.343960070946194,0.234,-0.343960070946194,0.167,0.374,NA
"KH2013:KH.L149.25_YER130C",0.383,-0.351993399087903,0.234,-0.351993399087903,0.167,0.371,NA
"KH2013:KH.C3.565_ACS-10/14/6",0.383,-0.371439891433481,0.234,-0.371439891433481,0.042,0.274,NA
"KH2013:KH.C2.354_ALS2CR8",0.616,0.445977240662507,0.232,0.445977240662507,0.375,0.159,NA
"KH2013:KH.C2.634_ASPA",0.616,0.385937565156949,0.232,0.385937565156949,0.458,0.268,NA
"LRTM1/2",0.616,0.384076511590401,0.232,0.384076511590401,0.458,0.294,NA
"PTPRB",0.616,0.373901966428979,0.232,0.373901966428979,0.417,0.226,NA
"GPD2",0.616,0.364453631329177,0.232,0.364453631329177,0.375,0.162,NA
"PTK7",0.384,-0.252073758475279,0.232,-0.252073758475279,0.167,0.391,NA
"PEX19",0.384,-0.25457410616976,0.232,-0.25457410616976,0.333,0.568,NA
"TBC1D13",0.384,-0.266300262127423,0.232,-0.266300262127423,0.708,0.75,NA
"NACP60E",0.384,-0.283153322411322,0.232,-0.283153322411322,0.167,0.374,NA
"KH2013:KH.C4.708_KIF1B",0.384,-0.285258535744074,0.232,-0.285258535744074,0.208,0.412,NA
"QPRT",0.384,-0.297109926330732,0.232,-0.297109926330732,0.333,0.5,NA
"KH2013:KH.L173.2_PDLIM5/7",0.384,-0.300689901642622,0.232,-0.300689901642622,0.083,0.326,NA
"HMMR",0.384,-0.321335871026016,0.232,-0.321335871026016,0.208,0.409,NA
"HEATR2",0.384,-0.32706073117184,0.232,-0.32706073117184,0.083,0.318,NA
"MRE11A",0.384,-0.340074178144711,0.232,-0.340074178144711,0.125,0.338,NA
"RAD9A",0.384,-0.341481719507437,0.232,-0.341481719507437,0.167,0.385,NA
"KH2013:KH.L74.2",0.384,-0.344775287848737,0.232,-0.344775287848737,0.125,0.332,NA
"PDLIM1/7",0.615,0.398736833069307,0.23,0.398736833069307,0.417,0.226,NA
"FUT3/4",0.615,0.397716403338137,0.23,0.397716403338137,0.292,0.079,NA
"YSR3",0.615,0.391663084663408,0.23,0.391663084663408,0.375,0.182,NA
"ITK",0.615,0.33342649769888,0.23,0.33342649769888,0.542,0.415,NA
"BCAP_CHICK",0.615,0.32085499405947,0.23,0.32085499405947,0.375,0.176,NA
"IMPAD1",0.615,0.305869343805638,0.23,0.305869343805638,0.542,0.379,NA
"SLC41A1/2/3",0.615,0.269172468463949,0.23,0.269172468463949,0.417,0.2,NA
"SELS",0.615,0.25969391223571,0.23,0.25969391223571,0.625,0.532,NA
"PASK",0.385,-0.258469644566841,0.23,-0.258469644566841,0.333,0.529,NA
"ERCC6L",0.385,-0.26320072634596,0.23,-0.26320072634596,0.333,0.5,NA
"PCM1",0.385,-0.26501323508649,0.23,-0.26501323508649,0.167,0.4,NA
"KH2013:KH.C10.340_DHRS11",0.385,-0.273967147790113,0.23,-0.273967147790113,0.417,0.571,NA
"YEATS2",0.385,-0.282496342769237,0.23,-0.282496342769237,0.375,0.532,NA
"PRMT7",0.385,-0.293612267518678,0.23,-0.293612267518678,0.333,0.526,NA
"KH2013:KH.C7.388_CHRNB1",0.385,-0.297902999040733,0.23,-0.297902999040733,0.167,0.4,NA
"TRMT61A",0.385,-0.305711718220433,0.23,-0.305711718220434,0.292,0.482,NA
"ZFPM1/2",0.385,-0.351081136564587,0.23,-0.351081136564587,0.042,0.268,NA
"KH2013:KH.C10.401",0.385,-0.360081821850076,0.23,-0.360081821850076,0.042,0.262,NA
"KH2013:KH.L22.14",0.385,-0.368468911777471,0.23,-0.368468911777471,0.167,0.356,NA
"C7ORF23",0.614,0.45660662879779,0.228,0.45660662879779,0.375,0.174,NA
"SOCS2/8",0.614,0.344990494075347,0.228,0.344990494075347,0.292,0.065,NA
"BLOC1S1",0.614,0.298349810967744,0.228,0.298349810967744,0.375,0.162,NA
"KH2013:KH.S675.1",0.614,0.28589804306909,0.228,0.28589804306909,0.5,0.306,NA
"KH2013:KH.C12.282_BRP44",0.614,0.268738367340745,0.228,0.268738367340745,0.542,0.362,NA
"KH2013:KH.C8.620",0.614,0.252551932475041,0.228,0.252551932475041,0.292,0.071,NA
"CNTLN",0.386,-0.266924525178123,0.228,-0.266924525178123,0.25,0.421,NA
"TCEA1/3",0.386,-0.278719999118632,0.228,-0.278719999118632,0.333,0.576,NA
"CCDC77",0.386,-0.287175085292839,0.228,-0.287175085292839,0.292,0.535,NA
"UCR-2.1/2/3",0.386,-0.291818877999755,0.228,-0.291818877999755,0.333,0.518,NA
"STK39",0.386,-0.319198850524837,0.228,-0.319198850524837,0.083,0.3,NA
"KH2013:KH.C11.163",0.386,-0.321462706447337,0.228,-0.321462706447337,0.292,0.479,NA
"KH2013:KH.C10.439_MIF",0.386,-0.343482051530294,0.228,-0.343482051530294,0.083,0.321,NA
"PTRH2",0.386,-0.355505819852813,0.228,-0.355505819852813,0.292,0.474,NA
"KH2013:KH.C8.449_HSD17B14",0.386,-0.399644984201477,0.228,-0.399644984201477,0.125,0.335,NA
"KH2013:KH.C1.1291_MMP1",0.386,-0.403683982439763,0.228,-0.403683982439763,0.042,0.262,NA
"MYL10/2/5/7",0.386,-0.406972929949847,0.228,-0.406972929949848,0.167,0.406,NA
"KH2013:KH.L35.10",0.613,0.284509854716854,0.226,0.284509854716854,0.375,0.156,NA
"UBE4B",0.613,0.262868283886365,0.226,0.262868283886365,0.583,0.447,NA
"SLC25A1",0.613,0.261335145644914,0.226,0.261335145644914,0.667,0.482,NA
"KH2013:KH.S948.1_SVEP1",0.613,0.251847891692866,0.226,0.251847891692866,0.5,0.303,NA
"PSENEN",0.387,-0.263223697133216,0.226,-0.263223697133216,0.458,0.741,NA
"SMC2/5/6",0.387,-0.264917602600754,0.226,-0.264917602600754,0.333,0.515,NA
"TTC13",0.387,-0.276905471676833,0.226,-0.276905471676833,0.083,0.303,NA
"NIN",0.387,-0.2854578298307,0.226,-0.2854578298307,0.208,0.403,NA
"KH2013:KH.C4.746",0.387,-0.290064655119873,0.226,-0.290064655119873,0.333,0.562,NA
"DNAJC1",0.387,-0.290873104388449,0.226,-0.290873104388449,0.208,0.406,NA
"PAIP1",0.387,-0.29497546852554,0.226,-0.29497546852554,0.25,0.438,NA
"THG1L",0.387,-0.327986852692137,0.226,-0.327986852692137,0.25,0.418,NA
"RP3-402G11.5",0.387,-0.337749923915969,0.226,-0.337749923915969,0.125,0.335,NA
"HS3ST3L",0.387,-0.353955818199978,0.226,-0.353955818199978,0.208,0.429,NA
"STARD4/5/6",0.387,-0.361317908195685,0.226,-0.361317908195685,0.167,0.362,NA
"PLEK/2",0.387,-0.369414267715607,0.226,-0.369414267715607,0.083,0.309,NA
"KH2013:KH.C13.185",0.387,-0.446608817810505,0.226,-0.446608817810505,0.083,0.294,NA
"KH2013:KH.C12.244",0.387,-0.528213384315007,0.226,-0.528213384315007,0.042,0.259,NA
"KH2013:KH.S1148.3",0.612,0.539818776953989,0.224,0.539818776953989,0.292,0.071,NA
"MAPKAP1",0.612,0.338781653272849,0.224,0.338781653272849,0.292,0.074,NA
"KH2013:KH.C8.238",0.612,0.32318181211001,0.224,0.32318181211001,0.375,0.168,NA
"LPCAT3",0.612,0.252317485658813,0.224,0.252317485658813,0.75,0.556,NA
"CEP76",0.388,-0.260725355124394,0.224,-0.260725355124394,0.042,0.276,NA
"ELP3",0.388,-0.271850719411272,0.224,-0.271850719411272,0.375,0.518,NA
"SOCS6",0.388,-0.279158690951652,0.224,-0.279158690951652,0.375,0.524,NA
"KH2013:KH.C1.1161_CCH1",0.388,-0.281682934948664,0.224,-0.281682934948664,0.167,0.371,NA
"ALKBH8",0.388,-0.290327625073158,0.224,-0.290327625073158,0.208,0.421,NA
"FGFR1/3",0.388,-0.290657920352729,0.224,-0.290657920352729,0.333,0.488,NA
"PPP1R37",0.388,-0.298176545287542,0.224,-0.298176545287542,0.25,0.459,NA
"TMEM27",0.388,-0.363567931105218,0.224,-0.363567931105218,0.125,0.324,NA
"RGS12",0.388,-0.366034900288576,0.224,-0.366034900288576,0.083,0.297,NA
"GREM1/2",0.388,-0.454338470189951,0.224,-0.454338470189951,0.042,0.259,NA
"F1P1N5_CHICK",0.611,0.292296178120276,0.222,0.292296178120276,0.458,0.256,NA
"KDSR",0.611,0.288145662652376,0.222,0.288145662652376,0.583,0.379,NA
"SNAP29",0.611,0.283997551489208,0.222,0.283997551489208,0.667,0.512,NA
"USO1",0.611,0.265890192692837,0.222,0.265890192692837,0.542,0.332,NA
"ABCD3",0.611,0.250609578721635,0.222,0.250609578721635,0.667,0.562,NA
"KH2013:KH.C3.46",0.389,-0.252791347144581,0.222,-0.252791347144581,0.875,0.865,NA
"SMYD5",0.389,-0.262066552065657,0.222,-0.262066552065657,0.375,0.535,NA
"PYGO1/2",0.389,-0.262829066890882,0.222,-0.262829066890882,0.333,0.568,NA
"RAD54L2",0.389,-0.27095569989385,0.222,-0.27095569989385,0.292,0.476,NA
"LAMA1/2",0.389,-0.301025343701627,0.222,-0.301025343701627,0.167,0.35,NA
"LECT1",0.389,-0.328017040963382,0.222,-0.328017040963382,0.042,0.256,NA
"KH2013:KH.C2.22",0.389,-0.339405760859811,0.222,-0.339405760859811,0.292,0.479,NA
"DYNLL2",0.389,-0.369656062499286,0.222,-0.369656062499286,0.167,0.362,NA
"ATG9A",0.61,0.323513433509075,0.22,0.323513433509075,0.458,0.259,NA
"TMEM165",0.61,0.321975480930875,0.22,0.321975480930875,0.5,0.306,NA
"CCZ1",0.61,0.309939631431233,0.22,0.309939631431233,0.375,0.162,NA
"KH2013:KH.C1.575_ITFG1",0.61,0.27834634778339,0.22,0.27834634778339,0.333,0.118,NA
"MED23",0.39,-0.258979465930949,0.22,-0.258979465930949,0.333,0.471,NA
"KH2013:KH.C11.371_RNF20/40",0.39,-0.259663231133012,0.22,-0.259663231133012,0.333,0.509,NA
"KH2013:KH.L38.11_FRMPD4",0.39,-0.295528706368476,0.22,-0.295528706368476,0.208,0.382,NA
"MED9",0.39,-0.296487815509356,0.22,-0.296487815509356,0.292,0.521,NA
"RBFA",0.39,-0.308952295503735,0.22,-0.308952295503735,0.125,0.338,NA
"NFATC2IP",0.39,-0.326676564182696,0.22,-0.326676564182696,0.167,0.371,NA
"KH2013:KH.S1022.3",0.39,-0.331234616742434,0.22,-0.331234616742434,0.333,0.521,NA
"C19ORF45",0.39,-0.341723751948695,0.22,-0.341723751948695,0.083,0.291,NA
"KH2013:KH.C2.1098",0.39,-0.343659994831613,0.22,-0.343659994831613,0.167,0.368,NA
"TSSC1",0.609,0.333608558629554,0.218,0.333608558629554,0.458,0.3,NA
"ZK899.2",0.609,0.328751287662365,0.218,0.328751287662365,0.5,0.359,NA
"DPM1",0.609,0.304774434177225,0.218,0.304774434177225,0.333,0.126,NA
"KH2013:KH.C5.628_FAHD2A",0.609,0.289653893395225,0.218,0.289653893395225,0.542,0.409,NA
"MRPS2",0.609,0.256397466528762,0.218,0.256397466528762,0.625,0.479,NA
"POLR1E",0.391,-0.259361269308687,0.218,-0.259361269308687,0.417,0.621,NA
"IFT46",0.391,-0.285576978722125,0.218,-0.285576978722125,0.25,0.456,NA
"KH2013:KH.S2107.1",0.391,-0.290656139698453,0.218,-0.290656139698453,0.208,0.385,NA
"ABCD4",0.391,-0.300923344663227,0.218,-0.300923344663227,0.083,0.324,NA
"KH2013:KH.C4.540",0.391,-0.306994716429216,0.218,-0.306994716429216,0.208,0.432,NA
"ANKRD49",0.391,-0.311654690328481,0.218,-0.311654690328481,0.292,0.503,NA
"THAP1/2/3/4",0.391,-0.312847483368531,0.218,-0.312847483368531,0.25,0.471,NA
"TMTC2",0.391,-0.326351040744981,0.218,-0.326351040744981,0.125,0.315,NA
"KH2013:KH.C7.96",0.391,-0.330020011388585,0.218,-0.330020011388585,0.167,0.374,NA
